card name,card id,card number,card image url
Sudowoodo,dp5-48,48,https://images.pokemontcg.io/dp5/48_hires.png
Mightyena,pl1-54,54,https://images.pokemontcg.io/pl1/54_hires.png
Gothita,sm2-52,52,https://images.pokemontcg.io/sm2/52_hires.png
Dewgong,sm10-45,45,https://images.pokemontcg.io/sm10/45_hires.png
Pupitar,dp7-47,47,https://images.pokemontcg.io/dp7/47_hires.png
Electrike,swsh4-51,51,https://images.pokemontcg.io/swsh4/51_hires.png
Sigilyph,bw6-52,52,https://images.pokemontcg.io/bw6/52_hires.png
Nuzleaf,ex2-48,48,https://images.pokemontcg.io/ex2/48_hires.png
Porygon2,ecard2-28,28,https://images.pokemontcg.io/ecard2/28_hires.png
Duskull,ex14-51,51,https://images.pokemontcg.io/ex14/51_hires.png
Starmie,pl2-50,50,https://images.pokemontcg.io/pl2/50_hires.png
Flabébé,xy2-62,62,https://images.pokemontcg.io/xy2/62_hires.png
Seaking,base2-46,46,https://images.pokemontcg.io/base2/46_hires.png
Baltoy,ex8-53,53,https://images.pokemontcg.io/ex8/53_hires.png
Light Wigglytuff,neo4-54,54,https://images.pokemontcg.io/neo4/54_hires.png
Swoobat,bw1-51,51,https://images.pokemontcg.io/bw1/51_hires.png
Magnemite,ex12-59,59,https://images.pokemontcg.io/ex12/59_hires.png
Golisopod-GX,sma-SV48,SV48,https://images.pokemontcg.io/sma/SV48_hires.png
Eelektross,bw5-47,47,https://images.pokemontcg.io/bw5/47_hires.png
Onix,base1-56,56,https://images.pokemontcg.io/base1/56_hires.png
Mr. Mime-GX,sm7-56,56,https://images.pokemontcg.io/sm7/56_hires.png
Sealeo,ex5-47,47,https://images.pokemontcg.io/ex5/47_hires.png
Landorus,bwp-BW43,BW43,https://images.pokemontcg.io/bwp/BW43_hires.png
Salandit,sm4-46,46,https://images.pokemontcg.io/sm4/46_hires.png
Nidorino,sm9-58,58,https://images.pokemontcg.io/sm9/58_hires.png
Brock's Pewter City Gym,sm115-54,54,https://images.pokemontcg.io/sm115/54_hires.png
Light Vaporeon,neo4-52,52,https://images.pokemontcg.io/neo4/52_hires.png
Tynamo,bw5-45,45,https://images.pokemontcg.io/bw5/45_hires.png
Magneton,ecard3-19,19,https://images.pokemontcg.io/ecard3/19_hires.png
Garbodor,bw3-49,49,https://images.pokemontcg.io/bw3/49_hires.png
Muk,dp3-56,56,https://images.pokemontcg.io/dp3/56_hires.png
Raticate,ex6-48,48,https://images.pokemontcg.io/ex6/48_hires.png
Chikorita,col1-53,53,https://images.pokemontcg.io/col1/53_hires.png
Barboach,ex3-51,51,https://images.pokemontcg.io/ex3/51_hires.png
Dratini,xy6-49,49,https://images.pokemontcg.io/xy6/49_hires.png
Magneton,dp1-54,54,https://images.pokemontcg.io/dp1/54_hires.png
Scrafty,xy2-59,59,https://images.pokemontcg.io/xy2/59_hires.png
Aron,bw10-57,57,https://images.pokemontcg.io/bw10/57_hires.png
Buneary,pl4-55,55,https://images.pokemontcg.io/pl4/55_hires.png
Galarian Darmanitan,swsh2-48,48,https://images.pokemontcg.io/swsh2/48_hires.png
Groudon-EX,xyp-XY42,XY42,https://images.pokemontcg.io/xyp/XY42_hires.png
Nidorino,dp3-57,57,https://images.pokemontcg.io/dp3/57_hires.png
Forretress,xy2-60,60,https://images.pokemontcg.io/xy2/60_hires.png
Hitmonlee,hgss3-52,52,https://images.pokemontcg.io/hgss3/52_hires.png
Eldegoss,swshp-SWSH046,SWSH046,https://images.pokemontcg.io/swshp/SWSH046_hires.png
Makuhita,ex9-54,54,https://images.pokemontcg.io/ex9/54_hires.png
Pikachu,xy8-48,48,https://images.pokemontcg.io/xy8/48_hires.png
Vibrava δ,ex15-42,42,https://images.pokemontcg.io/ex15/42_hires.png
Empoleon,sm12-56,56,https://images.pokemontcg.io/sm12/56_hires.png
Zapdos,pl3-48,48,https://images.pokemontcg.io/pl3/48_hires.png
Chikorita,hgss1-59,59,https://images.pokemontcg.io/hgss1/59_hires.png
Machop,g1-40,40,https://images.pokemontcg.io/g1/40_hires.png
Nidoran ♂,base1-55,55,https://images.pokemontcg.io/base1/55_hires.png
Deoxys-EX,bw9-53,53,https://images.pokemontcg.io/bw9/53_hires.png
Mantyke,dp1-55,55,https://images.pokemontcg.io/dp1/55_hires.png
Team Aqua's Electrike,ex4-53,53,https://images.pokemontcg.io/ex4/53_hires.png
Castform,dp6-48,48,https://images.pokemontcg.io/dp6/48_hires.png
Lombre,ex2-46,46,https://images.pokemontcg.io/ex2/46_hires.png
Golett,xy3-42,42,https://images.pokemontcg.io/xy3/42_hires.png
Lt. Surge's Spearow,gym1-52,52,https://images.pokemontcg.io/gym1/52_hires.png
Piloswine,dp7-46,46,https://images.pokemontcg.io/dp7/46_hires.png
Inteleon V,swsh2-49,49,https://images.pokemontcg.io/swsh2/49_hires.png
Zygarde,xy10-52,52,https://images.pokemontcg.io/xy10/52_hires.png
Beginning Door,dpp-DP54,DP54,https://images.pokemontcg.io/dpp/DP54_hires.png
Scyther,neo2-46,46,https://images.pokemontcg.io/neo2/46_hires.png
Phione,sm12-57,57,https://images.pokemontcg.io/sm12/57_hires.png
Seviper,sm3-50,50,https://images.pokemontcg.io/sm3/50_hires.png
Parasect,ecard2-27,27,https://images.pokemontcg.io/ecard2/27_hires.png
Zubat,bw8-53,53,https://images.pokemontcg.io/bw8/53_hires.png
Eelektrik,bw5-46,46,https://images.pokemontcg.io/bw5/46_hires.png
Cyndaquil,ex10-54,54,https://images.pokemontcg.io/ex10/54_hires.png
Altaria C,pl3-49,49,https://images.pokemontcg.io/pl3/49_hires.png
Oricorio,sm7-55,55,https://images.pokemontcg.io/sm7/55_hires.png
Golurk,sm35-44,44,https://images.pokemontcg.io/sm35/44_hires.png
Nidoran ♂,sm9-57,57,https://images.pokemontcg.io/sm9/57_hires.png
Bagon δ,ex15-43,43,https://images.pokemontcg.io/ex15/43_hires.png
Drowzee,xy12-49,49,https://images.pokemontcg.io/xy12/49_hires.png
Spiritomb,sm5-53,53,https://images.pokemontcg.io/sm5/53_hires.png
Burmy Plant Cloak,pl4-56,56,https://images.pokemontcg.io/pl4/56_hires.png
Unown [Q],dp5-49,49,https://images.pokemontcg.io/dp5/49_hires.png
M Diancie-EX,xyp-XY44,XY44,https://images.pokemontcg.io/xyp/XY44_hires.png
Tornadus,bwp-BW42,BW42,https://images.pokemontcg.io/bwp/BW42_hires.png
Gourgeist,sm4-45,45,https://images.pokemontcg.io/sm4/45_hires.png
Armaldo,xy11-57,57,https://images.pokemontcg.io/xy11/57_hires.png
Charmander,base5-50,50,https://images.pokemontcg.io/base5/50_hires.png
Castform Snow-Cloud Form,dp6-50,50,https://images.pokemontcg.io/dp6/50_hires.png
Ho-oh,basep-52,52,https://images.pokemontcg.io/basep/52_hires.png
Cubchoo,swsh3-48,48,https://images.pokemontcg.io/swsh3/48_hires.png
Seviper,smp-SM46,SM46,https://images.pokemontcg.io/smp/SM46_hires.png
Drednaw,swshp-SWSH047,SWSH047,https://images.pokemontcg.io/swshp/SWSH047_hires.png
Trevenant,xy1-55,55,https://images.pokemontcg.io/xy1/55_hires.png
Koffing,xy12-50,50,https://images.pokemontcg.io/xy12/50_hires.png
Misdreavus,hgss2-54,54,https://images.pokemontcg.io/hgss2/54_hires.png
Houndour,hgss3-54,54,https://images.pokemontcg.io/hgss3/54_hires.png
Pidgeotto,dp3-58,58,https://images.pokemontcg.io/dp3/58_hires.png
Marshadow,sm35-45,45,https://images.pokemontcg.io/sm35/45_hires.png
Zebstrika,bw7-57,57,https://images.pokemontcg.io/bw7/57_hires.png
Kadabra,base6-49,49,https://images.pokemontcg.io/base6/49_hires.png
Burmy Sandy Cloak,pl4-57,57,https://images.pokemontcg.io/pl4/57_hires.png
Tauros,base2-47,47,https://images.pokemontcg.io/base2/47_hires.png
Feraligatr,ecard1-47,47,https://images.pokemontcg.io/ecard1/47_hires.png
Aipom,dp5-50,50,https://images.pokemontcg.io/dp5/50_hires.png
Hakamo-o,sm75-53,53,https://images.pokemontcg.io/sm75/53_hires.png
Duskull,sm3-51,51,https://images.pokemontcg.io/sm3/51_hires.png
Unown [D],neo2-47,47,https://images.pokemontcg.io/neo2/47_hires.png
Aggron,bw10-59,59,https://images.pokemontcg.io/bw10/59_hires.png
Misty's Seaking,gym1-55,55,https://images.pokemontcg.io/gym1/55_hires.png
Mismagius,bw11-58,58,https://images.pokemontcg.io/bw11/58_hires.png
Prinplup,dp1-58,58,https://images.pokemontcg.io/dp1/58_hires.png
Natu,hgss2-55,55,https://images.pokemontcg.io/hgss2/55_hires.png
Tympole,sm12-58,58,https://images.pokemontcg.io/sm12/58_hires.png
Murkrow,xy4-51,51,https://images.pokemontcg.io/xy4/51_hires.png
Electrike,ex14-52,52,https://images.pokemontcg.io/ex14/52_hires.png
Sobble,swsh1-55,55,https://images.pokemontcg.io/swsh1/55_hires.png
Team Aqua's Spheal,ex4-56,56,https://images.pokemontcg.io/ex4/56_hires.png
Skiploom,neo1-49,49,https://images.pokemontcg.io/neo1/49_hires.png
Venipede,bw1-52,52,https://images.pokemontcg.io/bw1/52_hires.png
Remoraid,neo3-50,50,https://images.pokemontcg.io/neo3/50_hires.png
Inteleon VMAX,swsh2-50,50,https://images.pokemontcg.io/swsh2/50_hires.png
Arcanine,pl3-50,50,https://images.pokemontcg.io/pl3/50_hires.png
Primeape,ecard2-29,29,https://images.pokemontcg.io/ecard2/29_hires.png
Monferno,pl1-56,56,https://images.pokemontcg.io/pl1/56_hires.png
Cofagrigus,bw9-56,56,https://images.pokemontcg.io/bw9/56_hires.png
Poké Ball,swsh35-59,59,https://images.pokemontcg.io/swsh35/59_hires.png
Dark Raticate,base5-51,51,https://images.pokemontcg.io/base5/51_hires.png
Pinsir,dp3-59,59,https://images.pokemontcg.io/dp3/59_hires.png
Barboach,ex8-54,54,https://images.pokemontcg.io/ex8/54_hires.png
Sabrina's Kadabra,gym2-58,58,https://images.pokemontcg.io/gym2/58_hires.png
Eevee,ex10-55,55,https://images.pokemontcg.io/ex10/55_hires.png
Skarmory,ex11-55,55,https://images.pokemontcg.io/ex11/55_hires.png
Pumpkaboo,xy1-56,56,https://images.pokemontcg.io/xy1/56_hires.png
Whirlipede,bw1-53,53,https://images.pokemontcg.io/bw1/53_hires.png
Togepi,neo4-56,56,https://images.pokemontcg.io/neo4/56_hires.png
Porygon2,dp4-49,49,https://images.pokemontcg.io/dp4/49_hires.png
Charizard-GX,sma-SV49,SV49,https://images.pokemontcg.io/sma/SV49_hires.png
Kyurem,bwp-BW44,BW44,https://images.pokemontcg.io/bwp/BW44_hires.png
Zygarde-EX,xy10-54,54,https://images.pokemontcg.io/xy10/54_hires.png
Floette,xy2-64,64,https://images.pokemontcg.io/xy2/64_hires.png
Charmander,ex16-48,48,https://images.pokemontcg.io/ex16/48_hires.png
Golbat,dp2-50,50,https://images.pokemontcg.io/dp2/50_hires.png
Drowzee,ex7-54,54,https://images.pokemontcg.io/ex7/54_hires.png
Flaaffy,ex10-56,56,https://images.pokemontcg.io/ex10/56_hires.png
Aipom,hgss4-55,55,https://images.pokemontcg.io/hgss4/55_hires.png
Garbodor,bw6-54,54,https://images.pokemontcg.io/bw6/54_hires.png
Aipom,dp5-51,51,https://images.pokemontcg.io/dp5/51_hires.png
Hitmonchan,col1-57,57,https://images.pokemontcg.io/col1/57_hires.png
Darmanitan,bw4-60,60,https://images.pokemontcg.io/bw4/60_hires.png
Gothorita,sm2-53,53,https://images.pokemontcg.io/sm2/53_hires.png
Ralts,bw11-59,59,https://images.pokemontcg.io/bw11/59_hires.png
Misty's Starmie,gym1-56,56,https://images.pokemontcg.io/gym1/56_hires.png
Centiskorch,swshp-SWSH048,SWSH048,https://images.pokemontcg.io/swshp/SWSH048_hires.png
Bibarel,pl3-51,51,https://images.pokemontcg.io/pl3/51_hires.png
Wobbuffet,ex13-56,56,https://images.pokemontcg.io/ex13/56_hires.png
Wigglytuff,ex6-52,52,https://images.pokemontcg.io/ex6/52_hires.png
Duosion,bw3-51,51,https://images.pokemontcg.io/bw3/51_hires.png
Slowking,bw5-49,49,https://images.pokemontcg.io/bw5/49_hires.png
Erika's Hospitality,sm115-56,56,https://images.pokemontcg.io/sm115/56_hires.png
Mewtwo,xy12-51,51,https://images.pokemontcg.io/xy12/51_hires.png
Cramorant,swsh2-51,51,https://images.pokemontcg.io/swsh2/51_hires.png
Malamar,sm6-51,51,https://images.pokemontcg.io/sm6/51_hires.png
Diglett,base5-52,52,https://images.pokemontcg.io/base5/52_hires.png
Jirachi-EX,bw10-60,60,https://images.pokemontcg.io/bw10/60_hires.png
Chinchou,xy5-57,57,https://images.pokemontcg.io/xy5/57_hires.png
Pelipper,ex2-50,50,https://images.pokemontcg.io/ex2/50_hires.png
Dusclops,sm3-52,52,https://images.pokemontcg.io/sm3/52_hires.png
Drowzee,hgss1-62,62,https://images.pokemontcg.io/hgss1/62_hires.png
Dubwool V,swshp-SWSH049,SWSH049,https://images.pokemontcg.io/swshp/SWSH049_hires.png
Gengar,ecard1-48,48,https://images.pokemontcg.io/ecard1/48_hires.png
Gourgeist,xy1-57,57,https://images.pokemontcg.io/xy1/57_hires.png
Wishiwashi,swsh3-50,50,https://images.pokemontcg.io/swsh3/50_hires.png
Graveler,dp2-51,51,https://images.pokemontcg.io/dp2/51_hires.png
Machoke,xy3-45,45,https://images.pokemontcg.io/xy3/45_hires.png
Muk,pl1-57,57,https://images.pokemontcg.io/pl1/57_hires.png
Carvanha,ex8-56,56,https://images.pokemontcg.io/ex8/56_hires.png
Lanturn,xy5-58,58,https://images.pokemontcg.io/xy5/58_hires.png
Unown [M],neo2-49,49,https://images.pokemontcg.io/neo2/49_hires.png
Team Magma's Aron,ex4-58,58,https://images.pokemontcg.io/ex4/58_hires.png
Magnemite,xy8-52,52,https://images.pokemontcg.io/xy8/52_hires.png
Anorith δ,ex13-57,57,https://images.pokemontcg.io/ex13/57_hires.png
Persian,base4-56,56,https://images.pokemontcg.io/base4/56_hires.png
Zygarde,smp-SM48,SM48,https://images.pokemontcg.io/smp/SM48_hires.png
Purugly,dp4-50,50,https://images.pokemontcg.io/dp4/50_hires.png
Gligar,ex10-57,57,https://images.pokemontcg.io/ex10/57_hires.png
Elgyem,bw4-61,61,https://images.pokemontcg.io/bw4/61_hires.png
Zubat,sm1-54,54,https://images.pokemontcg.io/sm1/54_hires.png
Cofagrigus,bw9-57,57,https://images.pokemontcg.io/bw9/57_hires.png
Reuniclus,bw3-52,52,https://images.pokemontcg.io/bw3/52_hires.png
Bagon,xy6-54,54,https://images.pokemontcg.io/xy6/54_hires.png
Vanillish,xy8-44,44,https://images.pokemontcg.io/xy8/44_hires.png
Zekrom-EX,bwp-BW38,BW38,https://images.pokemontcg.io/bwp/BW38_hires.png
Nidoran ♂,xy12-43,43,https://images.pokemontcg.io/xy12/43_hires.png
Koffing,base1-51,51,https://images.pokemontcg.io/base1/51_hires.png
White Kyurem-GX,sm75-48,48,https://images.pokemontcg.io/sm75/48_hires.png
Bagon,ex16-43,43,https://images.pokemontcg.io/ex16/43_hires.png
Metapod,neo2-42,42,https://images.pokemontcg.io/neo2/42_hires.png
Wailmer,hgss4-52,52,https://images.pokemontcg.io/hgss4/52_hires.png
Mewtwo-EX,bw11-54,54,https://images.pokemontcg.io/bw11/54_hires.png
Vanilluxe,xy8-45,45,https://images.pokemontcg.io/xy8/45_hires.png
Electivire,xy9-43,43,https://images.pokemontcg.io/xy9/43_hires.png
Vanillite,swsh3-45,45,https://images.pokemontcg.io/swsh3/45_hires.png
Magcargo,ecard3-17,17,https://images.pokemontcg.io/ecard3/17_hires.png
Mewtwo-EX,bw4-54,54,https://images.pokemontcg.io/bw4/54_hires.png
Gorebyss,xy5-51,51,https://images.pokemontcg.io/xy5/51_hires.png
Marshtomp,ex1-40,40,https://images.pokemontcg.io/ex1/40_hires.png
Gulpin,ex9-51,51,https://images.pokemontcg.io/ex9/51_hires.png
Xatu,ex10-49,49,https://images.pokemontcg.io/ex10/49_hires.png
Gothorita,xy3-40,40,https://images.pokemontcg.io/xy3/40_hires.png
Machamp GL,pl2-46,46,https://images.pokemontcg.io/pl2/46_hires.png
Vileplume,dp6-45,45,https://images.pokemontcg.io/dp6/45_hires.png
Lt. Surge's Magnemite,gym1-50,50,https://images.pokemontcg.io/gym1/50_hires.png
Hop,swsh35-53,53,https://images.pokemontcg.io/swsh35/53_hires.png
Kyogre,sm12-53,53,https://images.pokemontcg.io/sm12/53_hires.png
Lanturn,sm7-50,50,https://images.pokemontcg.io/sm7/50_hires.png
Primeape δ,ex13-50,50,https://images.pokemontcg.io/ex13/50_hires.png
Machop,base1-52,52,https://images.pokemontcg.io/base1/52_hires.png
Carracosta,sm11-45,45,https://images.pokemontcg.io/sm11/45_hires.png
Komala,smp-SM41,SM41,https://images.pokemontcg.io/smp/SM41_hires.png
Ralts,xy7-52,52,https://images.pokemontcg.io/xy7/52_hires.png
Venipede,xy1-51,51,https://images.pokemontcg.io/xy1/51_hires.png
Magnemite,base1-53,53,https://images.pokemontcg.io/base1/53_hires.png
Ivysaur,base6-47,47,https://images.pokemontcg.io/base6/47_hires.png
Eternatus V,swshp-SWSH044,SWSH044,https://images.pokemontcg.io/swshp/SWSH044_hires.png
Yanma,ex10-50,50,https://images.pokemontcg.io/ex10/50_hires.png
Electrike,sm7-51,51,https://images.pokemontcg.io/sm7/51_hires.png
Zubat,bw8-52,52,https://images.pokemontcg.io/bw8/52_hires.png
Marshtomp,dp4-46,46,https://images.pokemontcg.io/dp4/46_hires.png
Shining Jirachi,sm35-42,42,https://images.pokemontcg.io/sm35/42_hires.png
Nosepass,xy11-54,54,https://images.pokemontcg.io/xy11/54_hires.png
Raichu,ex13-51,51,https://images.pokemontcg.io/ex13/51_hires.png
Miltank,dp3-55,55,https://images.pokemontcg.io/dp3/55_hires.png
Piplup,sm12-54,54,https://images.pokemontcg.io/sm12/54_hires.png
Gorebyss,xy5-52,52,https://images.pokemontcg.io/xy5/52_hires.png
Electivire,bw7-54,54,https://images.pokemontcg.io/bw7/54_hires.png
Houndoom,bw10-56,56,https://images.pokemontcg.io/bw10/56_hires.png
Camerupt,dp6-47,47,https://images.pokemontcg.io/dp6/47_hires.png
Slowking,sm3-48,48,https://images.pokemontcg.io/sm3/48_hires.png
Whirlipede,xy1-52,52,https://images.pokemontcg.io/xy1/52_hires.png
Weezing,ex8-51,51,https://images.pokemontcg.io/ex8/51_hires.png
Nidoking BREAK,xy12-46,46,https://images.pokemontcg.io/xy12/46_hires.png
Metapod,base1-54,54,https://images.pokemontcg.io/base1/54_hires.png
Turtonator,sm75-50,50,https://images.pokemontcg.io/sm75/50_hires.png
Sabrina's Haunter,gym2-55,55,https://images.pokemontcg.io/gym2/55_hires.png
Galarian Darumaka,swsh2-47,47,https://images.pokemontcg.io/swsh2/47_hires.png
Seadra δ,ex13-52,52,https://images.pokemontcg.io/ex13/52_hires.png
Luvdisc,ex9-53,53,https://images.pokemontcg.io/ex9/53_hires.png
Lanturn,sm1-50,50,https://images.pokemontcg.io/sm1/50_hires.png
Quagsire,neo3-48,48,https://images.pokemontcg.io/neo3/48_hires.png
Luxray,xy9-46,46,https://images.pokemontcg.io/xy9/46_hires.png
Marnie,swsh35-56,56,https://images.pokemontcg.io/swsh35/56_hires.png
Gabite,dp2-48,48,https://images.pokemontcg.io/dp2/48_hires.png
Clefairy,col1-54,54,https://images.pokemontcg.io/col1/54_hires.png
Decidueye-GX,sma-SV47,SV47,https://images.pokemontcg.io/sma/SV47_hires.png
Silcoon,ex1-43,43,https://images.pokemontcg.io/ex1/43_hires.png
Unown,hgss1-55,55,https://images.pokemontcg.io/hgss1/55_hires.png
Dewgong,dp2-45,45,https://images.pokemontcg.io/dp2/45_hires.png
Ditto,xyp-XY40,XY40,https://images.pokemontcg.io/xyp/XY40_hires.png
Lombre,dp3-54,54,https://images.pokemontcg.io/dp3/54_hires.png
Articuno,basep-48,48,https://images.pokemontcg.io/basep/48_hires.png
Mantine,swsh1-52,52,https://images.pokemontcg.io/swsh1/52_hires.png
Houndour,bw10-55,55,https://images.pokemontcg.io/bw10/55_hires.png
Grimer,ex12-54,54,https://images.pokemontcg.io/ex12/54_hires.png
Nidoking,ecard2-24,24,https://images.pokemontcg.io/ecard2/24_hires.png
Drifloon,bw6-50,50,https://images.pokemontcg.io/bw6/50_hires.png
Magikarp,base4-50,50,https://images.pokemontcg.io/base4/50_hires.png
Registeel,xy7-51,51,https://images.pokemontcg.io/xy7/51_hires.png
Light Ninetales,neo4-50,50,https://images.pokemontcg.io/neo4/50_hires.png
Lileep,ex2-43,43,https://images.pokemontcg.io/ex2/43_hires.png
Cacnea,ex14-47,47,https://images.pokemontcg.io/ex14/47_hires.png
Trubbish,sm2-50,50,https://images.pokemontcg.io/sm2/50_hires.png
Victini,sm8-49,49,https://images.pokemontcg.io/sm8/49_hires.png
Quilava,neo1-46,46,https://images.pokemontcg.io/neo1/46_hires.png
Metang δ,ex11-49,49,https://images.pokemontcg.io/ex11/49_hires.png
Magcargo,dp4-45,45,https://images.pokemontcg.io/dp4/45_hires.png
Primeape,base2-43,43,https://images.pokemontcg.io/base2/43_hires.png
Snorlax,basep-49,49,https://images.pokemontcg.io/basep/49_hires.png
Hyper Potion,swsh35-54,54,https://images.pokemontcg.io/swsh35/54_hires.png
Tynamo,bw5-44,44,https://images.pokemontcg.io/bw5/44_hires.png
Brock's Grit,sm115-53,53,https://images.pokemontcg.io/sm115/53_hires.png
Litleo,sm8-50,50,https://images.pokemontcg.io/sm8/50_hires.png
Grimer,hgss3-50,50,https://images.pokemontcg.io/hgss3/50_hires.png
Anorith,dp6-46,46,https://images.pokemontcg.io/dp6/46_hires.png
Klefki,xy6-48,48,https://images.pokemontcg.io/xy6/48_hires.png
Vigoroth,ex8-50,50,https://images.pokemontcg.io/ex8/50_hires.png
Lt. Surge's Raticate,gym1-51,51,https://images.pokemontcg.io/gym1/51_hires.png
Caterpie,hgss1-57,57,https://images.pokemontcg.io/hgss1/57_hires.png
Froakie,xy8-46,46,https://images.pokemontcg.io/xy8/46_hires.png
Vanillish,swsh3-46,46,https://images.pokemontcg.io/swsh3/46_hires.png
Cresselia,dpp-DP51,DP51,https://images.pokemontcg.io/dpp/DP51_hires.png
Psyduck,base3-53,53,https://images.pokemontcg.io/base3/53_hires.png
Slowbro,sm10-43,43,https://images.pokemontcg.io/sm10/43_hires.png
Scyther,dp5-46,46,https://images.pokemontcg.io/dp5/46_hires.png
Misty's Dewgong,gym2-54,54,https://images.pokemontcg.io/gym2/54_hires.png
Gothita,bw2-44,44,https://images.pokemontcg.io/bw2/44_hires.png
Machoke,dp1-53,53,https://images.pokemontcg.io/dp1/53_hires.png
Seismitoad,swsh2-46,46,https://images.pokemontcg.io/swsh2/46_hires.png
Natu,bw11-55,55,https://images.pokemontcg.io/bw11/55_hires.png
Scraggy,xy2-58,58,https://images.pokemontcg.io/xy2/58_hires.png
Shellder,base3-54,54,https://images.pokemontcg.io/base3/54_hires.png
Mightyena,ex1-42,42,https://images.pokemontcg.io/ex1/42_hires.png
Staravia,dp5-47,47,https://images.pokemontcg.io/dp5/47_hires.png
Chikorita,ex10-51,51,https://images.pokemontcg.io/ex10/51_hires.png
Lombre,ex2-45,45,https://images.pokemontcg.io/ex2/45_hires.png
Poliwhirl,neo2-44,44,https://images.pokemontcg.io/neo2/44_hires.png
Pupitar δ,ex11-51,51,https://images.pokemontcg.io/ex11/51_hires.png
Dragonite,ecard1-43,43,https://images.pokemontcg.io/ecard1/43_hires.png
Darkrai,dpp-DP52,DP52,https://images.pokemontcg.io/dpp/DP52_hires.png
Beldum,ex16-45,45,https://images.pokemontcg.io/ex16/45_hires.png
Miltank,dp7-44,44,https://images.pokemontcg.io/dp7/44_hires.png
Chinchou,sm1-49,49,https://images.pokemontcg.io/sm1/49_hires.png
Kirlia,xy7-53,53,https://images.pokemontcg.io/xy7/53_hires.png
Rapidash,base2-44,44,https://images.pokemontcg.io/base2/44_hires.png
Hitmonchan,hgss3-51,51,https://images.pokemontcg.io/hgss3/51_hires.png
Frogadier,xy8-47,47,https://images.pokemontcg.io/xy8/47_hires.png
Honedge,sm6-47,47,https://images.pokemontcg.io/sm6/47_hires.png
Chinchou,bw7-55,55,https://images.pokemontcg.io/bw7/55_hires.png
Eternatus VMAX,swshp-SWSH045,SWSH045,https://images.pokemontcg.io/swshp/SWSH045_hires.png
Marowak,base4-52,52,https://images.pokemontcg.io/base4/52_hires.png
Cacnea,ex16-46,46,https://images.pokemontcg.io/ex16/46_hires.png
Gastly,xy12-47,47,https://images.pokemontcg.io/xy12/47_hires.png
Cubone,ex7-51,51,https://images.pokemontcg.io/ex7/51_hires.png
Nuzleaf,ex5-45,45,https://images.pokemontcg.io/ex5/45_hires.png
Boldore,xy4-49,49,https://images.pokemontcg.io/xy4/49_hires.png
Light Venomoth,neo4-53,53,https://images.pokemontcg.io/neo4/53_hires.png
Gardevoir,xy7-54,54,https://images.pokemontcg.io/xy7/54_hires.png
Togedemaru,smp-SM44,SM44,https://images.pokemontcg.io/smp/SM44_hires.png
Machop,ex12-57,57,https://images.pokemontcg.io/ex12/57_hires.png
Pichu,dp7-45,45,https://images.pokemontcg.io/dp7/45_hires.png
Arceus LV.X,dpp-DP53,DP53,https://images.pokemontcg.io/dpp/DP53_hires.png
Plusle,sm7-53,53,https://images.pokemontcg.io/sm7/53_hires.png
Wobbuffet,sm3-49,49,https://images.pokemontcg.io/sm3/49_hires.png
Dugtrio,ecard1-44,44,https://images.pokemontcg.io/ecard1/44_hires.png
Rhydon,base2-45,45,https://images.pokemontcg.io/base2/45_hires.png
Abra,base5-49,49,https://images.pokemontcg.io/base5/49_hires.png
Scolipede,xy1-53,53,https://images.pokemontcg.io/xy1/53_hires.png
Doublade,sm6-48,48,https://images.pokemontcg.io/sm6/48_hires.png
Drampa,sm75-51,51,https://images.pokemontcg.io/sm75/51_hires.png
Dragonite,xy6-51,51,https://images.pokemontcg.io/xy6/51_hires.png
Gigalith,xy4-50,50,https://images.pokemontcg.io/xy4/50_hires.png
Clefairy,ex10-53,53,https://images.pokemontcg.io/ex10/53_hires.png
Diancie-EX,xyp-XY43,XY43,https://images.pokemontcg.io/xyp/XY43_hires.png
Minun,sm7-54,54,https://images.pokemontcg.io/sm7/54_hires.png
Milo,swsh35-57,57,https://images.pokemontcg.io/swsh35/57_hires.png
Haunter,xy12-48,48,https://images.pokemontcg.io/xy12/48_hires.png
Corphish,ex3-53,53,https://images.pokemontcg.io/ex3/53_hires.png
Magby,ex12-58,58,https://images.pokemontcg.io/ex12/58_hires.png
Misty's Poliwhirl,gym1-53,53,https://images.pokemontcg.io/gym1/53_hires.png
Yamask,bw9-54,54,https://images.pokemontcg.io/bw9/54_hires.png
Tapu Lele,smp-SM45,SM45,https://images.pokemontcg.io/smp/SM45_hires.png
Phantump,xy1-54,54,https://images.pokemontcg.io/xy1/54_hires.png
Jangmo-o,sm75-52,52,https://images.pokemontcg.io/sm75/52_hires.png
Murkrow,ex2-47,47,https://images.pokemontcg.io/ex2/47_hires.png
Aegislash,sm6-49,49,https://images.pokemontcg.io/sm6/49_hires.png
Fearow,ecard1-45,45,https://images.pokemontcg.io/ecard1/45_hires.png
Nidoqueen,sm9-56,56,https://images.pokemontcg.io/sm9/56_hires.png
Rapidash,basep-51,51,https://images.pokemontcg.io/basep/51_hires.png
Durant,xy2-61,61,https://images.pokemontcg.io/xy2/61_hires.png
Sharpedo,pl2-49,49,https://images.pokemontcg.io/pl2/49_hires.png
Rapidash,ex11-52,52,https://images.pokemontcg.io/ex11/52_hires.png
Blitzle,bw7-56,56,https://images.pokemontcg.io/bw7/56_hires.png
